EventID,EventDateDisplayRange,Title,Area,Lon,Lat,EventVenueAddress,EventVenueFacilityName,EventVenueCity,EventVenueState,EventVenueZip,EventWebsite,Merge_Event,Merge_Name,Merge_Candidate
17484,SEPTEMBER 25,FEH/YEH Qualifier at Loch Moy Farm,2,-77.429489,39.270748,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710.0,http://www.themarylandhorsetrials.com,FEH/YEH Qualifier at Loch Moy Farm,FEH/YEH Qualifier at Loch Moy Farm,Needs Key Lookup
17472,"SEPTEMBER 25-27, 2020",Surefire Farm  ,2,-77.763374,39.050343,20490 St Louis Rd,Surefire Farm,Purcelville,VA,20132.0,http://www.surefireeventing.com/,Surefire Farm  ,Surefire Farm  ,Surefire Farm Horse Trials 
17531,"SEPTEMBER 26-27, 2020",FEH Championships at Loch Moy Farm,2,-77.429489,39.270748,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710.0,http://www.themarylandhorsetrials.com,FEH Championships at Loch Moy Farm,FEH Championships at Loch Moy Farm,Needs Key Lookup
17551,"SEPTEMBER 26-27, 2020",The Middleburg  ,2,-77.736947,38.990605,36800 Glenwood Park Lane,Glenwood Park,Middleburg,VA,20117.0,http://www.mocpony.club,The Middleburg  ,The Middleburg  ,Needs Key Lookup
17474,SEPTEMBER 27,ESDCTA New Jersey   ,2,-74.498207,40.193207,626 Rte 524,The Horsepark of New Jersey,Allentown,NJ,8501.0,https://www.esdcta.org,ESDCTA New Jersey   ,ESDCTA New Jersey   ,ESDCTA New Jersey H.T. at the Horsepark
17476,"OCTOBER 1-4, 2020",Morven Park Fall International   & CCIS,2,-77.555274,39.145424,41793 Tutt Lane,Morven Park Equestrian Center,Leesburg,VA,20176.0,http://www.morvenpark.org,Morven Park Fall International   & CCIS,Morven Park Fall International   & CCIS,Morven Park Fall International H.T. & CCIS
17482,"OCTOBER 3-4, 2020",WindRidge Farm Fall  ,2,-81.828506,35.227467,882 Goodes Creek Church Rd,Windridge Farm,Mooresboro,NC,28114.0,http://www.WindridgeFarmsNC.com,WindRidge Farm Fall  ,WindRidge Farm Fall  ,Windridge Farm Fall HT
17485,"OCTOBER 9-11, 2020",The Maryland   at Loch Moy Farm,2,-77.429489,39.270748,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710.0,http://www.themarylandhorsetrials.com,The Maryland   at Loch Moy Farm,The Maryland   at Loch Moy Farm,Maryland H.T. at Loch Moy Farm II(Jul 2020)
17487,OCTOBER 10,Radnor Hunt  ,2,-75.483719,39.995613,826 Providence Rd,Radnor Hunt Field,Malvern,PA,19355.0,http://www.radnorhuntht.org,Radnor Hunt  ,Radnor Hunt  ,Radnor Hunt Horse Trials
17548,OCTOBER 11,War Horse Event Series October  ,2,-79.366325,35.01506,2814 Montrose Rd,Carolina Horse Park,Raeford,NC,28376.0,http://www.carolinahorsepark.com/,War Horse Event Series October  ,War Horse Event Series October  ,War Horse Event Series (October 2019)
17495,"OCTOBER 14-18, 2020",Maryland 5 Star at Fair Hill,2,-75.839974,39.685218,400 Gallaher Rd,Fair Hill - Gallaher,Elkton,MD,21921.0,http://www.fairhillinternational.org,Maryland 5 Star at Fair Hill,Maryland 5 Star at Fair Hill,MDHT May Starter Trial
17498,OCTOBER 17,Hunt Club Farms  ,2,-78.036232,39.191025,294 Longmarsh Rd,Hunt Club Farms,Berryville,VA,22611.0,http://www.huntclubfarms.net,Hunt Club Farms  ,Hunt Club Farms  ,Hunt Club Farm Starter HT
17559,OCTOBER 17,USEA MDHT YEH Qualifier and NEH Final,2,-77.429489,39.270748,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710.0,http://www.themarylandhorsetrials.com,USEA MDHT YEH Qualifier and NEH Final,USEA MDHT YEH Qualifier and NEH Final,Needs Key Lookup
17500,"OCTOBER 22-25, 2020",Waredaca Classic Three Day Event ,2,-77.080605,39.233318,4015 Damascus Rd,Waredaca Equestrian Facility,Laytonsville,MD,20882.0,http://www.waredaca.com,Waredaca Classic Three Day Event ,Waredaca Classic Three Day Event ,Waredaca Classic Horse Trials
17509,"OCTOBER 28 - NOVEMBER 1, 2020",The VHT International ,2,-79.424185,37.809507,487 Maury River Rd,The Virginia Horse Center,Lexington,VA,24435.0,http://www.vahorsetrials.com,The VHT International ,The VHT International ,The VHT International H.T.(Oct 2019)
17549,"NOVEMBER 7-8, 2020",War Horse Event Series November  ,2,-79.366325,35.01506,2814 Montrose Rd,Carolina Horse Park,Raeford,NC,28376.0,http://www.carolinahorsepark.com/,War Horse Event Series November  ,War Horse Event Series November  ,War Horse Event Series (November 2019)
17515,NOVEMBER 8,Full Moon Farms  ,2,-76.913864,39.457195,4326 Louisville Rd,Full Moon Farm,Finksburg,MD,21048.0,http://fullmoonfarm.com/,Full Moon Farms  ,Full Moon Farms  ,Full Moon Farms H.T.(Jul)
17558,"NOVEMBER 11-15, 2020",Tryon International 3-Day Event,2,-82.066895,35.282646,4066 Pea Ridge Rd,Tryon International Equestrian Center,Mill Spring,NC,28756.0,http://www.tryon.com,Tryon International 3-Day Event,Tryon International 3-Day Event,Ocala Jockey Club International 3-Day Event
17307,"NOVEMBER 14-15, 2020",Morven Park Spring  ,2,-77.555274,39.145424,41793 Tutt Lane,Morven Park Equestrian Center,Leesburg,VA,20176.0,http://www.morvenpark.org,Morven Park Spring  ,Morven Park Spring  ,Morven Park Spring Horse Trials
15800,"NOVEMBER 14-16, 2020",USEA XENTRY DEMO EVENT ROLL OVER TEST 5,2,-77.763374,39.050343,20490 St Louis Rd,Surefire Farm,Purcelville,VA,20132.0,www.useventing.com,USEA XENTRY DEMO EVENT ROLL OVER TEST 5,USEA XENTRY DEMO EVENT ROLL OVER TEST 5,Needs Key Lookup
15200,"DECEMBER 7-8, 2020",USEA XENTRY DEMO EVENT,2,-77.555274,39.145424,41793 Tutt Lane,Morven Park Equestrian Center,Leesburg,VA,20176.0,www.useventing.com,USEA XENTRY DEMO EVENT,USEA XENTRY DEMO EVENT,Needs Key Lookup
17586,"MARCH 6-7, 2021",Southern Pines   ,2,-79.366325,35.01506,2814 Montrose Rd,Carolina Horse Park,Raeford,NC,28376.0,http://www.carolinahorsepark.com/,Southern Pines   ,Southern Pines   ,Southern Pines Horse Trials - CHP (Mar 2020)
17591,"MARCH 17-21, 2021",Carolina International CCI and  ,2,-79.366325,35.01506,2814 Montrose Rd,Carolina Horse Park,Raeford,NC,28376.0,http://www.carolinainternationalcci.com/,Carolina International CCI and  ,Carolina International CCI and  ,Fair Hill International CCI****/***
17599,"MARCH 27-28, 2021",Morven Park Spring  ,2,-77.555274,39.145424,41793 Tutt Lane,Morven Park Equestrian Center,Leesburg,VA,20176.0,http://www.morvenpark.org,Morven Park Spring  ,Morven Park Spring  ,Morven Park Spring Horse Trials
17602,"APRIL 2-4, 2021",The Fork at TIEC ,2,-82.066895,35.282646,4066 Pea Ridge Rd,Tryon International Equestrian Center,Mill Spring,NC,28756.0,http://www.tryon.com,The Fork at TIEC ,The Fork at TIEC ,The Fork at Tryon (April 2019)
17606,"APRIL 9-11, 2021",Fair Hill International April   and CCI-S,2,-75.860126,39.701706,4600 Telegraph Rd,Fair Hill - Telegraph,Elkton,MD,21921.0,http://www.fairhillinternational.org,Fair Hill International April   and CCI-S,Fair Hill International April   and CCI-S,Fair Hill International April Horse Trials
17608,APRIL 11,CDCTA Spring  ,2,-78.007442,39.170320200000006,929 Kimble Road,CDCTA Eventing Facility,Berryville,VA,22611.0,http://www.cdcta.com/,CDCTA Spring  ,CDCTA Spring  ,Needs Key Lookup
17616,"APRIL 17-18, 2021",Plantation Field April  ,2,-75.787444,39.908737,450 Apple Grove Rd.,Plantation Field,Coatesville,PA,19320.0,http://www.plantationfield.com,Plantation Field April  ,Plantation Field April  ,Plantation Field May HT
17615,"APRIL 17-18, 2021",Longleaf Pine  ,2,-79.366325,35.01506,2814 Montrose Rd,Carolina Horse Park,Raeford,NC,28376.0,http://www.carolinahorsepark.com/,Longleaf Pine  ,Longleaf Pine  ,Long Leaf Pine Horse Trials - CHP
17609,APRIL 18,USEA MDHT FEH/YEH/NEH Qualifier,2,-77.429489,39.270748,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710.0,http://www.themarylandhorsetrials.com,USEA MDHT FEH/YEH/NEH Qualifier,USEA MDHT FEH/YEH/NEH Qualifier,Needs Key Lookup
17619,"APRIL 24-25, 2021",Loudoun Hunt Pony Club Spring  ,2,-77.555274,39.145424,41793 Tutt Lane,Morven Park Equestrian Center,Leesburg,VA,20176.0,https://loudounhunt.ponyclub.org/pages/334.aspx,Loudoun Hunt Pony Club Spring  ,Loudoun Hunt Pony Club Spring  ,Loudoun Hunt Pony Club Summer H.T.
17624,"MAY 1-2, 2021",Waredaca   ,2,-77.080605,39.233318,4015 Damascus Rd,Waredaca Equestrian Facility,Laytonsville,MD,20882.0,http://www.waredaca.com,Waredaca   ,Waredaca   ,Waredaca Farm August HT
17626,"MAY 5-9, 2021",Jersey Fresh International ,2,-74.498207,40.193207,626 Rte 524,The Horsepark of New Jersey,Allentown,NJ,8501.0,http://www.jfi3d.com,Jersey Fresh International ,Jersey Fresh International ,Jersey Fresh International Three-day Event
17628,MAY 8,Plantation Field May   ,2,-75.787444,39.908737,450 Apple Grove Rd.,Plantation Field,Coatesville,PA,19320.0,http://www.plantationfield.com,Plantation Field May   ,Plantation Field May   ,Plantation Field May HT
17631,"MAY 8-9, 2021",WindRidge Farm   ,2,-81.828506,35.227467,882 Goodes Creek Church Rd,Windridge Farm,Mooresboro,NC,28114.0,http://www.WindridgeFarmsNC.com,WindRidge Farm   ,WindRidge Farm   ,WindRidge Farm HT
17637,"MAY 14-15, 2021",Hunt Club Farms  ,2,-78.036232,39.191025,294 Longmarsh Rd,Hunt Club Farms,Berryville,VA,22611.0,http://www.huntclubfarms.net,Hunt Club Farms  ,Hunt Club Farms  ,Hunt Club Farm Starter HT
17643,"MAY 15-16, 2021",Fair Hill International   ,2,-75.860126,39.701706,4600 Telegraph Rd,Fair Hill - Telegraph,Elkton,MD,21921.0,http://www.fairhillinternational.org,Fair Hill International   ,Fair Hill International   ,Fair Hill International May Starter HT
17645,"MAY 22-23, 2021",MCTA   at Shawan Downs,2,-76.695723,39.496716,1401 Shawan Rd.,Shawan Downs,Cockeysville,MD,21030.0,http://www.mdcta.com/,MCTA   at Shawan Downs,MCTA   at Shawan Downs,Needs Key Lookup
17647,"MAY 22-23, 2021",Flora Lea Spring   ,2,-74.814918,39.896675,21 Branin Rd.,Flora Lea Farm,Medford,NJ,8055.0,http://floraleafarm.com,Flora Lea Spring   ,Flora Lea Spring   ,Flora Lea Spring Horse Trials
17648,"MAY 27-30, 2021",VHT International &  ,2,-79.424185,37.809507,487 Maury River Rd,The Virginia Horse Center,Lexington,VA,24435.0,http://www.vahorsetrials.com/,VHT International &  ,VHT International &  ,The VHT International & H.T.(Oct 2020)
17644,MAY 28,USEA MDHT FEH/YEH/NEH Qualifier,2,-77.429489,39.270748,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710.0,http://www.themarylandhorsetrials.com,USEA MDHT FEH/YEH/NEH Qualifier,USEA MDHT FEH/YEH/NEH Qualifier,Needs Key Lookup
17661,"JUNE 5-6, 2021",The Middleburg   ,2,-77.736947,38.990605,36800 Glenwood Park Lane,Glenwood Park,Middleburg,VA,20117.0,http://www.mocpony.club,The Middleburg   ,The Middleburg   ,Needs Key Lookup
17663,JUNE 5,Plantation Field   ,2,-75.787444,39.908737,450 Apple Grove Rd.,Plantation Field,Coatesville,PA,19320.0,http://www.Plantationfield.com,Plantation Field   ,Plantation Field   ,Plantation Field May HT
17665,JUNE 6,NJ Region's    ,2,-74.498207,40.193207,626 Rte 524,The Horsepark of New Jersey,Allentown,NJ,8501.0,https://www.njregionponyclub.org/,NJ Region's    ,NJ Region's    ,NJ Region's H.T.(June 2019)
17667,"JUNE 11-13, 2021",Seneca Valley Pony Club Spring   ,2,-77.360199,39.091164,14401B Partnership Rd,Seneca - Bittersweet Field,Poolesville,MD,20837.0,http://www.senecavalleyponyclub.org/,Seneca Valley Pony Club Spring   ,Seneca Valley Pony Club Spring   ,Fox River Valley Pony Club HT
17671,JUNE 13,Bucks County Horse Park  ,2,-75.17031,40.516807,8934 Easton Rd.,Bucks County Horse Park,Revere,PA,18953.0,http://www.buckscountyhorsepark.org/,Bucks County Horse Park  ,Bucks County Horse Park  ,Texas Rose Horse Park Fall HT
17674,"JUNE 18-20, 2021",Surefire Farm   ,2,-77.741661,39.056019,Jeb Stuart Rd,Surefire Farm,Purcellville,VA,20132.0,http://www.surefireeventing.com/,Surefire Farm   ,Surefire Farm   ,Surefire Farm Horse Trials 
17688,"JUNE 19-20, 2021",Horse Park of New Jersey ,2,-74.498207,40.193207,626 Rte 524,The Horsepark of New Jersey,Allentown,NJ,8501.0,http://www.horseparkofnewjersey.com,Horse Park of New Jersey ,Horse Park of New Jersey ,Horse Park of New Jersey H.T. I
17678,JUNE 20,Flora Lea Farm YEH and Mini Event  ,2,-74.814918,39.896675,21 Branin Rd.,Flora Lea Farm,Medford,NJ,8055.0,http://floraleafarm.com,Flora Lea Farm YEH and Mini Event  ,Flora Lea Farm YEH and Mini Event  ,Needs Key Lookup
17689,"JUNE 26-27, 2021",Loudoun Hunt Pony Club Summer   ,2,-77.555274,39.145424,41793 Tutt Lane,Morven Park Equestrian Center,Leesburg,VA,20176.0,https://loudounhunt.ponyclub.org/pages/542.aspx,Loudoun Hunt Pony Club Summer   ,Loudoun Hunt Pony Club Summer   ,Loudoun Hunt Pony Club Summer H.T.
17691,"JULY 2-4, 2021",The Maryland International +   ,2,-77.429489,39.270748,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710.0,http://www.themarylandhorsetrials.com/,The Maryland International +   ,The Maryland International +   ,The Maryland International + H.T.(Jul 2019)
17696,"JULY 9-11, 2021",The Maryland at Loch Moy Farm II ,2,-77.429489,39.270748,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710.0,http://www.themarylandhorsetrials.com/,The Maryland at Loch Moy Farm II ,The Maryland at Loch Moy Farm II ,Maryland H.T. at Loch Moy Farm II(Jul 2020)
17703,"JULY 16-18, 2021",Essex   ,2,-74.6361311,40.6847539,50 US Highway 202,Moorland Farm,Far Hills,NJ,7931.0,http://www.essexhorsetrials.org,Essex   ,Essex   ,Essex Horse Trials
17705,JULY 18,Full Moon Farms  ,2,-76.913864,39.457195,4326 Louisville Rd,Full Moon Farm,Finksburg,MD,21048.0,http://fullmoonfarm.com/,Full Moon Farms  ,Full Moon Farms  ,Full Moon Farms H.T.(Jul)
17708,"JULY 23-25, 2021",Horse Park of New Jersey   II,2,-74.498207,40.193207,626 Rte 524,The Horsepark of New Jersey,Allentown,NJ,8501.0,http://www.horseparkofnewjersey.com,Horse Park of New Jersey   II,Horse Park of New Jersey   II,Horse Park of New Jersey H.T. II
17711,"JULY 24-25, 2021",Blue Ridge Mountain at TIEC,2,-82.066895,35.282646,4066 Pea Ridge Rd,Tryon International Equestrian Center,Mill Spring,NC,28756.0,http://www.tryon.com,Blue Ridge Mountain at TIEC,Blue Ridge Mountain at TIEC,Blue Ridge Mountain Horse Trials at TIEC(Sep 2020)
17709,"JULY 30-31, 2021",Hunt Club Farms   ,2,-78.036232,39.191025,294 Longmarsh Rd,Hunt Club Farms,Berryville,VA,22611.0,http://www.huntclubfarms.net,Hunt Club Farms   ,Hunt Club Farms   ,Hunt Club Farm Starter HT
17715,AUGUST 1,Olney Farm   ,2,-76.371651,39.477309999999996,1001 Old Joppa Road,Olney Farm,Joppa,MD,21085.0,http://www.olneyfarm.com,Olney Farm   ,Olney Farm   ,Olney Farm Horse Trials
17719,"AUGUST 7-8, 2021",Fair Hill International    ,2,-75.860126,39.701706,4600 Telegraph Rd,Fair Hill - Telegraph,Elkton,MD,21921.0,http://fairhillinternational.org/,Fair Hill International    ,Fair Hill International    ,Fair Hill International May Starter HT
17726,"AUGUST 14-15, 2021",Waredaca Farm   ,2,-77.080605,39.233318,4015 Damascus Rd,Waredaca Equestrian Facility,Laytonsville,MD,20882.0,http://www.waredaca.com,Waredaca Farm   ,Waredaca Farm   ,Waredaca Farm August HT
17722,"AUGUST 14-15, 2021",WindRidge Farm Summer    ,2,-81.828506,35.227467,882 Goodes Creek Church Rd,Windridge Farm,Mooresboro,NC,28114.0,http://www.WindridgeFarmsNC.com,WindRidge Farm Summer    ,WindRidge Farm Summer    ,Windridge Farm Summer HT
17731,"AUGUST 18-22, 2021",Great Meadow International  ,2,-77.809738,38.828873,5089 Old Tavern Road,Great Meadow Horse Park,The Plains,VA,20198.0,http://www.greatmeadowinternational.com,Great Meadow International  ,Great Meadow International  ,Plantation Field International
17734,AUGUST 21,Flora Lea Farm YEH  and Mini Event,2,-74.814918,39.896675,21 Branin Rd.,Flora Lea Farm,Medford,NJ,8055.0,http://floraleafarm.com,Flora Lea Farm YEH  and Mini Event,Flora Lea Farm YEH  and Mini Event,Needs Key Lookup
17737,"AUGUST 28-29, 2021",Five Points   ,2,-79.366325,35.01506,2814 Montrose Rd,Carolina Horse Park,Raeford,NC,28376.0,http://www.carolinahorsepark.com,Five Points   ,Five Points   ,Five Points Horse Trials
17738,"AUGUST 28-29, 2021",Seneca Valley Pony Club   ,2,-77.360199,39.091164,14401B Partnership Rd,Seneca - Bittersweet Field,Poolesville,MD,20837.0,http://www.senecavalleyponyclub.org,Seneca Valley Pony Club   ,Seneca Valley Pony Club   ,Fox River Valley Pony Club HT
17745,SEPTEMBER 5,Bucks County Horse Park  ,2,-75.17031,40.516807,8934 Easton Rd.,Bucks County Horse Park,Revere,PA,18953.0,http://www.buckscountyhorsepark.org,Bucks County Horse Park  ,Bucks County Horse Park  ,Texas Rose Horse Park Fall HT
17748,"SEPTEMBER 10-12, 2021",Tryon Fall   ,2,-82.066895,35.282646,4066 Pea Ridge Rd,Tryon International Equestrian Center,Mill Spring,NC,28756.0,http://www.tryon.com,Tryon Fall   ,Tryon Fall   ,Needs Key Lookup
17750,"SEPTEMBER 11-12, 2021",Flora Lea Fall    ,2,-74.814918,39.896675,21 Branin Rd.,Flora Lea Farm,Medford,NJ,8055.0,http://www.floraleafarm.com,Flora Lea Fall    ,Flora Lea Fall    ,Flora Lea Fall H.T. (Sep 2020)
17751,SEPTEMBER 11,USEA MDHT FEH/YEH/NEH Qualifier,2,-77.429489,39.270748,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710.0,http://www.themarylandhorsetrials.com,USEA MDHT FEH/YEH/NEH Qualifier,USEA MDHT FEH/YEH/NEH Qualifier,Needs Key Lookup
17752,SEPTEMBER 12,CDCTA Fall   ,2,-78.007442,39.170320200000006,929 Kimble Road,CDCTA Eventing Facility,Berryville,VA,22611.0,https://cdcta.com/,CDCTA Fall   ,CDCTA Fall   ,Needs Key Lookup
17753,"SEPTEMBER 15-19, 2021",Plantation Field International CCI-S  ,2,-75.787444,39.908737,450 Apple Grove Rd.,Plantation Field,Coatesville,PA,19320.0,http://plantationfield.com,Plantation Field International CCI-S  ,Plantation Field International CCI-S  ,Plantation Field International CCI-S(Sep 2020)
17760,"SEPTEMBER 18-19, 2021",Marlborough H.T ,2,-76.77887,38.779716,Rosaryville State Park,Rosaryville State Park,Upper Marlboro,MD,20772.0,http://www.marlboroughhorsetrials.org,Marlborough H.T ,Marlborough H.T ,Marlborough Starter H.T.
17820,SEPTEMBER 24,FEH/YEH Qualifier at Loch Moy Farm,2,-77.429489,39.270748,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710.0,http://www.themarylandhorsetrials.com,FEH/YEH Qualifier at Loch Moy Farm,FEH/YEH Qualifier at Loch Moy Farm,Needs Key Lookup
17766,"SEPTEMBER 25-26, 2021",ESDCTA New Jersey    ,2,-74.498207,40.193207,626 Rte 524,The Horsepark of New Jersey,Allentown,NJ,8501.0,https://www.esdcta.org,ESDCTA New Jersey    ,ESDCTA New Jersey    ,ESDCTA New Jersey H.T. at the Horsepark
17821,SEPTEMBER 25,FEH Championships at Loch Moy Farm,2,-77.429489,39.270748,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710.0,http://www.themarylandhorsetrials.com,FEH Championships at Loch Moy Farm,FEH Championships at Loch Moy Farm,Needs Key Lookup
17799,"SEPTEMBER 25-26, 2021",Old Tavern   ,2,-77.736947,38.990605,36800 Glenwood Park Lane,Glenwood Park,Middleburg,VA,20117.0,http://www.mocpony.club,Old Tavern   ,Old Tavern   ,Needs Key Lookup
17770,"OCTOBER 1-3, 2021",The Maryland at Loch Moy Farm,2,-77.429489,39.270748,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710.0,http://www.themarylandhorsetrials.com,The Maryland at Loch Moy Farm,The Maryland at Loch Moy Farm,Maryland H.T. at Loch Moy Farm II(Jul 2020)
17777,"OCTOBER 6-10, 2021",Morven Park Fall International ,2,-77.555274,39.145424,41793 Tutt Lane,Morven Park Equestrian Center,Leesburg,VA,20176.0,http://www.morvenpark.org,Morven Park Fall International ,Morven Park Fall International ,Morven Park Fall International H.T. & CCIS
17781,"OCTOBER 9-10, 2021",WindRidge Farm Fall   ,2,-81.828506,35.227467,882 Goodes Creek Church Rd,Windridge Farm,Mooresboro,NC,28114.0,http://www.WindridgeFarmsNC.com,WindRidge Farm Fall   ,WindRidge Farm Fall   ,Windridge Farm Fall HT
17776,OCTOBER 9,Radnor Hunt,2,-75.483719,39.995613,826 Providence Rd,Radnor Hunt Field,Malvern,PA,19355.0,http://www.radnorhuntht.org,Radnor Hunt,Radnor Hunt,Radnor Hunt Horse Trials
17784,"OCTOBER 13-17, 2021",Maryland 5 Star at Fair Hill,2,-75.839974,39.685218,400 Gallaher Rd,Fair Hill - Gallaher,Elkton,MD,21921.0,http://www.fairhillinternational.org,Maryland 5 Star at Fair Hill,Maryland 5 Star at Fair Hill,MDHT May Starter Trial
17790,"OCTOBER 22-24, 2021",Waredaca Classic Three Day Event,2,-77.080605,39.233318,4015 Damascus Rd,Waredaca Equestrian Facility,Laytonsville,MD,20882.0,http://www.waredaca.com,Waredaca Classic Three Day Event,Waredaca Classic Three Day Event,Waredaca Classic Horse Trials
17795,"OCTOBER 28-31, 2021",The VHT International,2,-79.424185,37.809507,487 Maury River Rd,The Virginia Horse Center,Lexington,VA,24435.0,http://www.vahorsetrials.com,The VHT International,The VHT International,The VHT International H.T.(Oct 2019)
17803,NOVEMBER 7,Full Moon Farms  ,2,-76.913864,39.457195,4326 Louisville Rd,Full Moon Farm,Finksburg,MD,21048.0,http://fullmoonfarm.com/,Full Moon Farms  ,Full Moon Farms  ,Full Moon Farms H.T.(Jul)
17809,"NOVEMBER 10-14, 2021",Tryon International 3-Day Event  ,2,-82.066895,35.282646,4066 Pea Ridge Rd,Tryon International Equestrian Center,Mill Spring,NC,28756.0,http://www.tryon.com,Tryon International 3-Day Event  ,Tryon International 3-Day Event  ,Ocala Jockey Club International 3-Day Event
17267,DECEMBER 7,Sporting Days Farm   IV,3,-81.59201,33.521384999999995,3549 Charleston Hwy,Sporting Days Farm,Aiken,SC,29801.0,http://www.sportingdaysfarm.com/,Sporting Days Farm   IV,Sporting Days Farm   IV,Sporting Days Farm Feb. HT
17268,"JANUARY 10-12, 2020", Horse Trials at Majestic Oaks ,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686.0,http://majesticoaksocala.com, Horse Trials at Majestic Oaks , Horse Trials at Majestic Oaks ,Horse Trials at Majestic Oaks 
17271,"JANUARY 18-19, 2020",Stable View Aiken Opener  ,3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801.0,http://www.stableviewfarm.com,Stable View Aiken Opener  ,Stable View Aiken Opener  ,Stable View Aiken Opener H.T.
17269,"JANUARY 18-19, 2020",Grand Oaks   ,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686.0,http://thegrandoaks.com,Grand Oaks   ,Grand Oaks   ,Grand Oaks Horse Trials
17272,"JANUARY 24-26, 2020",Rocking Horse Winter I  ,3,-81.641426,28.993049,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702.0,http://www.rockinghorseeventing.com/,Rocking Horse Winter I  ,Rocking Horse Winter I  ,Rocking Horse Winter 1 HT
17273,"JANUARY 25-26, 2020",Full Gallop Farm January H.T,3,-81.58404499999999,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805.0,http://www.fullgallopfarm.com/,Full Gallop Farm January H.T,Full Gallop Farm January H.T,Full Gallop Farm January HT
17275,FEBRUARY 1,Sporting Days Farm February   ,3,-81.59201,33.521384999999995,3549 Charleston Hwy,Sporting Days Farm,Aiken,SC,29801.0,http://www.sportingdaysfarm.com/,Sporting Days Farm February   ,Sporting Days Farm February   ,Sporting Days Farm Feb. HT
17276,"FEBRUARY 1-2, 2020",Three Lakes Winter I   at Caudle Ranch,3,-81.831535,28.619128999999997,18543 Highway 19,Caudle Ranch,Groveland,FL,34736.0,http://www.threelakesht.com,Three Lakes Winter I   at Caudle Ranch,Three Lakes Winter I   at Caudle Ranch,Three Lakes Winter II HT 
17277,FEBRUARY 5,Full Gallop Farm February I  ,3,-81.58404499999999,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805.0,http://www.fullgallopfarm.com,Full Gallop Farm February I  ,Full Gallop Farm February I  ,Full Gallop Farm February H.T.
17278,"FEBRUARY 6-9, 2020",Ocala Winter I  ,3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480.0,http://www.flhorsepark.com,Ocala Winter I  ,Ocala Winter I  ,Ocala Winter I H.T. 
17279,"FEBRUARY 7-9, 2020",Pine Top Intermediate  ,3,-82.466227,33.453216999999995,1432 Augusta Hwy,Pine Top Farm,Thomson,GA,30824.0,http://www.pinetopfarm.com/#home0,Pine Top Intermediate  ,Pine Top Intermediate  ,Pine Top Intermediate Horse Trials
17280,"FEBRUARY 13-16, 2020",Rocking Horse Winter II Advanced   ,3,-81.641426,28.993049,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702.0,http://www.rockinghorseeventing.com,Rocking Horse Winter II Advanced   ,Rocking Horse Winter II Advanced   ,Rocking Horse Winter 1 HT
17281,"FEBRUARY 14-16, 2020",Paradise Farm   ,3,-81.557846,33.578014,4069 Wagener Rd.,Paradise Farm,Aiken,SC,29805.0,http://www.paradisefarmaiken.com,Paradise Farm   ,Paradise Farm   ,Paradise Farm H.T.(Oct 2019)
17284,"FEBRUARY 21-23, 2020",Pine Top Advanced  ,3,-82.466227,33.453216999999995,1432 Augusta Hwy,Pine Top Farm,Thomson,GA,30824.0,http://www.pinetopfarm.com,Pine Top Advanced  ,Pine Top Advanced  ,Pine Top Advanced Horse Trials
17285,"FEBRUARY 22-23, 2020",Three Lakes Winter II   at Caudle Ranch,3,-81.831535,28.619128999999997,18543 Highway 19,Caudle Ranch,Groveland,FL,34736.0,http://www.threelakesht.com,Three Lakes Winter II   at Caudle Ranch,Three Lakes Winter II   at Caudle Ranch,Three Lakes Winter II HT 
17286,"FEBRUARY 25-26, 2020",Full Gallop Farm February II  ,3,-81.58404499999999,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805.0,http://www.fullgallopfarm.com,Full Gallop Farm February II  ,Full Gallop Farm February II  ,Full Gallop Farm February H.T.
17288,"FEBRUARY 28 - MARCH 1, 2020",Rocking Horse III  ,3,-81.641426,28.993049,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702.0,http://www.rockinghorseeventing.com,Rocking Horse III  ,Rocking Horse III  ,Rocking Horse Winter 1 HT
