EventID,EventDateDisplayRange,Title,Area,City,State,Zip,Begindate,Enddate,Opendate,Closedate,SearchLevels,DisplayLevels,Result,Lon,Lat,ProvisionalCalendar,EventVenueAddress,EventVenueFacilityName,EventVenueCity,EventVenueState,EventVenueZip,XEntryStatus,EventWebsite,UseaApprovalStatus,FEIOpenDate,FEICloseDate
17752,SEPTEMBER 12,CDCTA Fall H.T. ,2,Berryville,VA,22611,9/12/2021,9/12/2021,7/27/2021,8/24/2021,"Intro,BN,N,T,P","Intro,BN,N,T,P",0,-78.007442,39.1703202,True,929 Kimble Road,CDCTA Eventing Facility,Berryville,VA,22611,False,https://cdcta.com/,approved,,
17753,"SEPTEMBER 15-19, 2021",Plantation Field International CCI-S - Pending USEF Approval,2,Unionville,PA,19375,9/15/2021,9/19/2021,8/3/2021,8/31/2021,"CCI2-S,CCI3-S,CCI4-S","CCI2-S,CCI3-S,CCI4-S",0,-75.787444,39.908737,True,450 Apple Grove Rd.,Plantation Field,Coatesville,PA,19320,False,http://plantationfield.com,approved,,
17760,"SEPTEMBER 18-19, 2021",Marlborough H.T ,2,Upper Marlboro,MD,20772,9/18/2021,9/19/2021,8/3/2021,8/31/2021,"Starter,Starter,BN,BN,N,N,T,T,M,P,P","CT-Starter,Starter,CT-BN,BN,CT-N,N,CT-T,T,CT-M,CT-P,P",0,-76.77887,38.779716,True,Rosaryville State Park,Rosaryville State Park,Upper Marlboro,MD,20772,False,http://www.marlboroughhorsetrials.org,approved,,
17820,SEPTEMBER 24,FEH/YEH Qualifier at Loch Moy Farm,2,Adamstown,MD,21710,9/24/2021,9/24/2021,8/10/2021,9/7/2021,"FEH-YEAR,YEH-5,NEH,4S,2S,3S,4S","FEH-2,FEH-3,FEH-4,FEH-YEAR,NEH,YEH-4,YEH-5",0,-77.429489,39.270748,True,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710,False,http://www.themarylandhorsetrials.com,approved,,
17766,"SEPTEMBER 25-26, 2021",ESDCTA New Jersey H.T. - Pending USEF Approval,2,Allentown,NJ,08501,9/25/2021,9/26/2021,8/10/2021,9/7/2021,"BN,N,T,P,I","BN,N,T,P,I",0,-74.498207,40.193207,True,626 Rte 524,The Horsepark of New Jersey,Allentown,NJ,8501,False,https://www.esdcta.org,approved,,
17821,SEPTEMBER 25,FEH Championships at Loch Moy Farm,2,Adamstown,MD,21710,9/25/2021,9/25/2021,8/10/2021,9/7/2021,"FEH-YEAR,2S,3S,4S","FEH-2,FEH-3,FEH-4,FEH-YEAR",0,-77.429489,39.270748,True,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710,False,http://www.themarylandhorsetrials.com,approved,,
17799,"SEPTEMBER 25-26, 2021",Old Tavern Horse Trials ,2,The Plains,VA,20198,9/25/2021,9/26/2021,8/10/2021,9/7/2021,"BN,N,T,P,I","BN,N,T,P,I",0,-77.736947,38.990605,True,36800 Glenwood Park Lane,Glenwood Park,Middleburg,VA,20117,False,http://www.mocpony.club,approved,,
17770,"OCTOBER 1-3, 2021",The Maryland Horse Trials at Loch Moy Farm-Pending USEF Approval,2,Adamstown,MD,21710,10/1/2021,10/3/2021,8/17/2021,9/14/2021,"BN,N,T,M,P,I,AI","BN,N,T,M,P,I,AI",0,-77.429489,39.270748,True,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710,False,http://www.themarylandhorsetrials.com,approved,,
17777,"OCTOBER 6-10, 2021","Morven Park Fall International CCI4*-L,CCI4/3*/2*-S & HT",2,Leesburg,VA,20176,10/6/2021,10/10/2021,8/24/2021,9/21/2021,"N,T,P,CCI2-S,CCI3-S,CCI4-S,CCI4-L","N,T,P,CCI2-S,CCI3-S,CCI4-S,CCI4-L",0,-77.555274,39.145424,True,41793 Tutt Lane,Morven Park Equestrian Center,Leesburg,VA,20176,False,http://www.morvenpark.org,approved,8/24/2021,9/21/2021
17781,"OCTOBER 9-10, 2021",WindRidge Farm Fall H.T. ,2,Mooresboro,NC,28114,10/9/2021,10/10/2021,8/24/2021,9/21/2021,"Intro,Starter,Starter,BN,BN,N,N,T,T,P,P,I","CT-Starter,Intro,Starter,CT-BN,BN,CT-N,N,CT-T,T,CT-P,P,I",0,-81.828506,35.227467,True,882 Goodes Creek Church Rd,Windridge Farm,Mooresboro,NC,28114,False,http://www.WindridgeFarmsNC.com,approved,,
17776,OCTOBER 9,Radnor Hunt H.T. -Pending USEF Approval,2,Malvern,PA,19355,10/9/2021,10/9/2021,8/24/2021,9/21/2021,"N,T,P","N,T,P",0,-75.483719,39.995613,True,826 Providence Rd,Radnor Hunt Field,Malvern,PA,19355,False,http://www.radnorhuntht.org,approved,,
17784,"OCTOBER 13-17, 2021",Maryland 5 Star at Fair Hill - Pending FEI/USEF Approval,2,Elkton,MD,21921,10/13/2021,10/17/2021,8/17/2021,9/14/2021,"YEH-5,4S,CCI3-L,CCI5-L","YEH-4,YEH-5,CCI3-L,CCI5-L",0,-75.839974,39.685218,True,400 Gallaher Rd,Fair Hill - Gallaher,Elkton,MD,21921,False,http://www.fairhillinternational.org,approved,8/17/2021,9/14/2021
17790,"OCTOBER 22-24, 2021",Waredaca Classic Three Day Event & H.T.-Pending USEF Approval,2,Gaithersburg,MD,20882,10/22/2021,10/24/2021,9/7/2021,10/5/2021,"BN,N,N3D,T,T3D,M,M3D,P,P3D","BN,N,N3D,T,T3D,M,M3D,P,P3D",0,-77.080605,39.233318,True,4015 Damascus Rd,Waredaca Equestrian Facility,Laytonsville,MD,20882,False,http://www.waredaca.com,approved,9/7/2021,10/5/2021
17795,"OCTOBER 28-31, 2021",The VHT International & H.T. - Pending USEF Approval,2,Lexington,VA,24450,10/28/2021,10/31/2021,9/14/2021,10/12/2021,"Starter,BN,N,T,M,P,I,AI,CCI2-S,CCI1-L,CCI3-S,CCI2-L,CCI3-L","Starter,BN,N,T,M,P,I,AI,CCI1-L,CCI2-S,CCI3-S,CCI2-L,CCI3-L",0,-79.424185,37.809507,True,487 Maury River Rd,The Virginia Horse Center,Lexington,VA,24435,False,http://www.vahorsetrials.com,approved,9/1/2021,9/29/2021
17803,NOVEMBER 7,Full Moon Farms H.T.,2,Finksburg,MD,21048,11/7/2021,11/7/2021,9/21/2021,10/19/2021,"Intro,Starter,BN,N,TN,T,PT","Intro,Starter,BN,N,TN,T,PT",0,-76.913864,39.457195,True,4326 Louisville Rd,Full Moon Farm,Finksburg,MD,21048,False,http://fullmoonfarm.com/,approved,,
17809,"NOVEMBER 10-14, 2021",Tryon International 3-Day Event - Pending USEF Approval,2,Mill Spring,NC,28756,11/10/2021,11/14/2021,9/28/2021,10/26/2021,"P,I,CCI4-S,CCI2-L,CCI3-L,CCI4-L","P,I,CCI4-S,CCI2-L,CCI3-L,CCI4-L",0,-82.066895,35.282646,True,4066 Pea Ridge Rd,Tryon International Equestrian Center,Mill Spring,NC,28756,False,http://www.tryon.com,approved,9/28/2021,10/26/2021
17528,DECEMBER 5,Sporting Days Farm Horse Trials IV,3,Aiken,SC,29801,12/5/2020,12/5/2020,10/20/2020,11/17/2020,"Starter,BN,N,TN,T,PT,P,I","Starter,BN,N,TN,T,PT,P,CT-I",1,-81.59201,33.521385,True,3549 Charleston Hwy,Sporting Days Farm,Aiken,SC,29801,True,http://www.sportingdaysfarm.com/,approved,,
17304,"DECEMBER 5-6, 2020",Rocking Horse December H.T.,3,Altoona,FL,32702,12/5/2020,12/6/2020,10/20/2020,11/17/2020,"BN,N,T,PT,P,I","BN,N,T,PT,P,I",1,-81.641426,28.993049,True,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702,True,http://www.rockinghorseeventing.com,approved,,
17519,DECEMBER 13,Full Gallop Farm December H.T.,3,Aiken,SC,29805,12/13/2020,12/13/2020,10/27/2020,11/24/2020,"Starter,BN,N,TN,T,PT,P","Starter,BN,N,TN,T,PT,P",1,-81.584045,33.570454,True,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,True,http://www.fullgallopfarm.com,approved,,
17581,"JANUARY 9-10, 2021",Barnstaple South H.T,3,Morriston,FL,32668,1/9/2021,1/10/2021,11/24/2020,12/22/2020,"BN,N,T,P","BN,N,T,P",1,-82.213234,29.403458,True,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686,True,http://barnstaplesouth.com,approved,,
17562,"JANUARY 16-17, 2021",Horse Trials at Majestic Oaks ,3,Reddick,FL,32686,1/16/2021,1/17/2021,12/1/2020,12/29/2020,"Starter,BN,N,T,P","Starter,BN,N,T,P",1,-82.213234,29.403458,True,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686,True,http://majesticoaksocala.com,approved,,
17564,"JANUARY 23-24, 2021",Grand Oaks H.T. ,3,Weirsdale,FL,32195,1/23/2021,1/24/2021,12/8/2020,1/5/2021,"BN,N,T,M,P","BN,N,T,M,P",1,-82.213234,29.403458,True,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686,True,http://thegrandoaks.com,approved,,
17565,"JANUARY 23-24, 2021",Stable View Aiken Opener H.T.,3,Aiken,SC,29801,1/23/2021,1/24/2021,12/8/2020,1/5/2021,"BN,N,T,M,P","BN,N,T,M,P",1,-81.799975,33.648594,True,117 Stable Dr,Stable View Farm,Aiken,SC,29801,False,http://www.stableviewfarm.com,approved,,
17566,"JANUARY 29-31, 2021",Rocking Horse Winter I H.T.,3,Altoona,FL,32702,1/29/2021,1/31/2021,12/15/2020,1/12/2021,"BN,N,T,PT,P,IP,I","BN,N,T,PT,P,IP,I",1,-81.641426,28.993049,True,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702,True,http://www.rockinghorseeventing.com/,approved,,
17567,JANUARY 31,Full Gallop Farm January H.T,3,Aiken,SC,29805,1/31/2021,1/31/2021,12/15/2020,1/12/2021,"Starter,BN,N,TN,T,PT,P","Starter,BN,N,TN,T,PT,P",1,-81.584045,33.570454,True,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,True,https://fullgallopfarm.com/,approved,,
17569,FEBRUARY 6,Sporting Days Farm February Trials I H.T. ,3,Aiken,SC,29801,2/6/2021,2/6/2021,12/22/2020,1/19/2021,"Starter,BN,N,T,PT,P,I","Starter,BN,N,T,PT,P,CT-I",1,-81.59201,33.521385,True,3549 Charleston Hwy,Sporting Days Farm,Aiken,SC,29801,True,http://www.sportingdaysfarm.com/,approved,,
17570,"FEBRUARY 6-7, 2021",Three Lakes Winter I H.T. at Caudle Ranch,3,Groveland,FL,34736,2/6/2021,2/7/2021,12/22/2020,1/19/2021,"BN,N,T,P,IP","BN,N,T,P,IP",1,-81.831535,28.619129,True,18543 Highway 19,Caudle Ranch,Groveland,FL,34736,True,http://www.threelakesht.com,approved,,
17571,FEBRUARY 10,Full Gallop Farm February I H.T.,3,Aiken,SC,29805,2/10/2021,2/10/2021,12/29/2020,1/26/2021,"Starter,BN,N,TN,T,PT,P","Starter,BN,N,TN,T,PT,P",1,-81.584045,33.570454,True,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,True,http://fullgallopfarm.com,approved,,
17572,"FEBRUARY 11-14, 2021",Ocala Winter I Horse Trials,3,Ocala,FL,34480,2/11/2021,2/14/2021,12/29/2020,1/26/2021,"BN,N,T,M,P,I,AI,A","BN,N,T,M,P,I,AI,CT-A",0,-82.139862,29.056026,True,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480,True,http://www.flhorsepark.com,approved,,
17573,"FEBRUARY 12-14, 2021",Pine Top Intermediate H.T.,3,Thomson,GA,30824,2/12/2021,2/14/2021,12/29/2020,1/26/2021,"BN,N,TN,T,PT,P,I,AI","BN,N,TN,T,PT,P,I,AI",0,-82.466227,33.453217,True,1432 Augusta Hwy ,Pine Top Farm,Thomson,GA,30824,True,http://www.pinetopfarm.com/#home0  ,approved,,
17815,FEBRUARY 17,Holland Eventing at Holly Berry Farm Young Event Horse,3,Aiken,SC,29803,2/17/2021,2/17/2021,1/5/2021,2/2/2021,"YEH-5,4S","YEH-4,YEH-5",0,-74.814918,39.896675,True,21 Branin Rd.,Flora Lea Farm,Medford,NJ,8055,True,http://www.hollandeventing.com,approved,,
17575,"FEBRUARY 18-21, 2021",Rocking Horse Winter II Advanced  H.T.,3,Altoona,FL,32702,2/18/2021,2/21/2021,1/5/2021,2/2/2021,"BN,N,T,P,I,A","BN,N,T,P,I,A",0,-81.641426,28.993049,True,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702,True,http://www.rockinghorseeventing.com,approved,,
17576,"FEBRUARY 19-21, 2021",Paradise Farm H.T. ,3,Aiken,SC,29805,2/19/2021,2/21/2021,1/5/2021,2/2/2021,"Starter,BN,N,T,PT,P,IP,I,A","Starter,BN,N,T,PT,P,IP,CT-I,CT-A",0,-81.557846,33.578014,True,4069 Wagener Rd.,Paradise Farm,Aiken,SC,29805,True,http://www.paradisefarmaiken.com,approved,,
17655,FEBRUARY 24,Full Gallop Farm Mid February H.T.,3,Aiken,SC,29805,2/24/2021,2/24/2021,1/12/2021,2/9/2021,"YEH-5,NEH,4S,Starter,BN,N,TN,T,PT,P","NEH,Starter,YEH-4,YEH-5,BN,N,TN,T,PT,P",0,-81.584045,33.570454,True,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,True,http://www.fullgallopfarm.com,approved,,
17577,"FEBRUARY 26-28, 2021",Pine Top Advanced H.T.,3,Thomson,GA,30824,2/26/2021,2/28/2021,1/12/2021,2/9/2021,"N,TN,T,PT,P,I,A","N,TN,T,PT,P,I,A",0,-82.466227,33.453217,True,1432 Augusta Hwy ,Pine Top Farm,Thomson,GA,30824,True,http://www.pinetopfarm.com,approved,,
17578,"FEBRUARY 27-28, 2021",Three Lakes Winter II H.T. at Caudle Ranch,3,Groveland,FL,34736,2/27/2021,2/28/2021,1/12/2021,2/9/2021,"BN,N,T,P,IP","BN,N,T,P,IP",0,-81.831535,28.619129,True,18543 Highway 19,Caudle Ranch,Groveland,FL,34736,True,http://www.threelakesht.com,approved,,
17582,"MARCH 2-3, 2021",Full Gallop Farm March H.T.,3,Aiken,SC,29805,3/2/2021,3/3/2021,1/19/2021,2/16/2021,"YEH-5,NEH,4S,Starter,BN,N,TN,T,PT,P","NEH,Starter,YEH-4,YEH-5,BN,N,TN,T,PT,P",0,-81.584045,33.570454,True,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,True,http://www.fullgallopfarm.com/,approved,,
17583,"MARCH 5-7, 2021",Rocking Horse Winter III H.T.,3,Altoona,FL,32702,3/5/2021,3/7/2021,1/19/2021,2/16/2021,"BN,N,T,P,I","BN,N,T,P,I",0,-81.641426,28.993049,True,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702,True,http://www.rockinghorseeventing.com,approved,,
17585,"MARCH 6-7, 2021",Sporting Days Farm March H.T. II,3,Aiken,SC,29801,3/6/2021,3/7/2021,1/19/2021,2/16/2021,"Starter,BN,N,T,PT,P,I","Starter,BN,N,T,PT,P,CT-I",0,-81.59201,33.521385,True,3549 Charleston Hwy,Sporting Days Farm,Aiken,SC,29801,True,http://www.sportingdaysfarm.com/,approved,,
17584,"MARCH 6-7, 2021",Chattahoochee Hills H.T.,3,Fairburn,GA,30213,3/6/2021,3/7/2021,1/19/2021,2/16/2021,"BN,N,T,M,P,I","BN,N,T,M,P,I",0,-84.700048,33.639928,True,9445 Browns Lake Road,The Bouckaert Farm,Fairburn,GA,30213,True,http://www.chatthillseventing.com/,approved,,
17587,"MARCH 11-14, 2021",Red Hills International H.T.,3,Tallahassee,FL,32312,3/11/2021,3/14/2021,1/26/2021,2/23/2021,"P,I,A,CCI2-S,CCI3-S,CCI4-S","P,I,A,CCI2-S,CCI3-S,CCI4-S",0,-84.30026,30.538531,True,"Gate B, 1775 Miller Landing Road",Elinor Klapp Phipps Park,Tallahassee,FL,32312,True,http://www.RHHT.org,approved,,
17590,"MARCH 13-14, 2021",Full Gallop Farm March I H.T. ,3,Aiken,SC,29805,3/13/2021,3/14/2021,1/26/2021,2/23/2021,"YEH-5,NEH,4S,Starter,BN,N,TN,T,PT,P","NEH,Starter,YEH-4,YEH-5,BN,N,TN,T,PT,P",0,-81.584045,33.570454,True,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,True,http://www.fullgallopfarm.com/,approved,,
17592,"MARCH 18-21, 2021",Ocala Winter II H.T.,3,Ocala,FL,34480,3/18/2021,3/21/2021,2/2/2021,3/2/2021,"BN,N,T,M,P,I,AI,A","BN,N,T,M,P,I,AI,CT-A",0,-82.139862,29.056026,True,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480,True,http://www.flhorsepark.com,approved,,
17593,"MARCH 19-21, 2021",Pine Top Spring H.T.,3,Thomson,GA,30824,3/19/2021,3/21/2021,2/2/2021,3/2/2021,"BN,N,TN,T,PT,P,I","BN,N,TN,T,PT,P,I",0,-82.466227,33.453217,True,1432 Augusta Hwy ,Pine Top Farm,Thomson,GA,30824,True,http://www.pinetopfarm.com/,approved,,
17595,"MARCH 25-27, 2021",Stable View Spring 1/2/3/4* ,3,Aiken,SC,29801,3/25/2021,3/27/2021,2/9/2021,3/9/2021,"CCI1-S,CCI2-S,CCI3-S,CCI4-S","CCI1-S,CCI2-S,CCI3-S,CCI4-S",0,-81.799975,33.648594,True,117 Stable Dr,Stable View Farm,Aiken,SC,29801,True,http://StableViewFarm.com,approved,,
17598,"MARCH 26-28, 2021",March Horse Trials at Majestic Oaks ,3,Reddick,FL,32686,3/26/2021,3/28/2021,2/9/2021,3/9/2021,"Starter,BN,N,T,P","Starter,BN,N,T,P",0,-82.213234,29.403458,True,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686,True,http://majesticoaksocala.com,approved,,
17600,"MARCH 27-28, 2021",Poplar Place Farm March H.T.,3,Hamilton,GA,31811,3/27/2021,3/28/2021,2/9/2021,3/9/2021,"Intro,Starter,BN,N,T,PT,M,P,IP","Intro,Starter,BN,N,T,PT,M,P,IP",0,-84.865074,32.702297,True,8191 US Highway 27 E,Poplar Place Farm,Hamilton,GA,31811,True,http://www.poplarplacefarm.com/,approved,,
17601,MARCH 28,Full Gallop Farm March II H.T.,3,Aiken,SC,29805,3/28/2021,3/28/2021,2/9/2021,3/9/2021,"Starter,BN,N,TN,T,PT,P","Starter,BN,N,TN,T,PT,P",0,-81.584045,33.570454,True,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,True,http://www.fullgallopfarm.com/,approved,,
17603,"APRIL 2-4, 2021",Rocking Horse Spring H.T.,3,Altoona,FL,32702,4/2/2021,4/4/2021,2/16/2021,3/16/2021,"BN,N,T,PT,P,I","BN,N,T,PT,P,I",0,-81.641426,28.993049,True,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702,False,http://www.rockinghorseeventing.com,approved,,
17607,"APRIL 9-11, 2021",Chattahoochee Hills H.T. ,3,Fairburn,GA,30213,4/9/2021,4/11/2021,2/23/2021,3/23/2021,"BN,N,T,M,P,I,A,CCI1-S,CCI2-S,CCI3-S,CCI4-S","BN,N,T,M,P,I,A,CCI1-S,CCI2-S,CCI3-S,CCI4-S",0,-84.700048,33.639928,True,9445 Browns Lake Road,The Bouckaert Farm,Fairburn,GA,30213,False,http://www.chatthillseventing.com/,approved,,
17611,"APRIL 15-18, 2021",Ocala International Festival of Eventing,3,Ocala,FL,34480,4/15/2021,4/18/2021,2/23/2021,3/23/2021,"N,T,M,P,I,AI,A,A,CCI1-L,CCI2-L,CCI3-L","N,T,M,P,I,AI,CT-A,A,CCI1-L,CCI2-L,CCI3-L",0,-82.139862,29.056026,True,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480,False,http://www.flhorsepark.com,approved,2/23/2021,3/23/2021
17613,"APRIL 17-18, 2021",FENCE H.T.,3,Landrum,SC,29356,4/17/2021,4/18/2021,3/2/2021,3/30/2021,"Starter,BN,N,T,P","Starter,BN,N,T,P",0,-82.176845,35.196822,True,3381 Hunting Country Rd.,Fence Equestrian Center - FENCE,Tryon,NC,28782,False,http://www.fence.org,approved,,
17612,APRIL 17,Sporting Days Farm April H.T. III ,3,Aiken,SC,29801,4/17/2021,4/17/2021,3/2/2021,3/30/2021,"Starter,BN,N,T,PT,P","Starter,BN,N,T,PT,P",0,-81.59201,33.521385,True,3549 Charleston Hwy,Sporting Days Farm,Aiken,SC,29801,False,http://www.sportingdaysfarm.com/,approved,,
17620,"APRIL 24-25, 2021",Stable View Spring H.T.,3,Aiken,SC,29801,4/24/2021,4/25/2021,3/9/2021,4/6/2021,"BN,N,T,M,P","BN,N,T,M,P",0,-81.799975,33.648594,True,117 Stable Dr,Stable View Farm,Aiken,SC,29801,False,http://www.stableviewfarm.com,approved,,
17623,"APRIL 30 - MAY 2, 2021",River Glen Spring H.T.,3,New Market,TN,37820,4/30/2021,5/2/2021,3/16/2021,4/13/2021,"Starter,BN,N,TN,T,PT,P,IP,I","Starter,BN,N,TN,T,PT,P,IP,I",0,-83.622204,36.137849,True,1979 London Rd.,River Glen Equestrian,New Market,TN,37820,False,http://www.river-glen.com/,approved,,
17625,"MAY 1-2, 2021",Barnstaple South H.T ,3,Morriston,FL,32668,5/1/2021,5/2/2021,3/16/2021,4/13/2021,"BN,N,T,P","BN,N,T,P",0,-82.213234,29.403458,True,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686,False,http://,approved,,
17630,"MAY 8-9, 2021",Poplar Place Farm May H.T. ,3,Hamilton,GA,31811,5/8/2021,5/9/2021,3/23/2021,4/20/2021,"Intro,Starter,BN,N,TN,T,PT,M,P,IP,I","Intro,Starter,BN,N,TN,T,PT,M,P,IP,I",0,-84.865074,32.702297,True,8191 US Highway 27 E,Poplar Place Farm,Hamilton,GA,31811,False,http://www.poplarplacefarm.com/,approved,,
17639,"MAY 15-16, 2021",Majestic Oaks Ocala H.T.  ,3,Reddick,FL,32686,5/15/2021,5/16/2021,3/30/2021,4/27/2021,"Starter,BN,N,T,P","Starter,BN,N,T,P",0,-82.213234,29.403458,True,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686,False,http://majesticoaksocala.com,approved,,
17642,"MAY 22-23, 2021",Chattahoochee Hills H.T.,3,Fairburn,GA,30213,5/22/2021,5/23/2021,4/6/2021,5/4/2021,"BN,N,T,M,P,I,A","BN,N,T,M,P,I,A",0,-84.700048,33.639928,True,9445 Browns Lake Road,The Bouckaert Farm,Fairburn,GA,30213,False,http://www.chatthillseventing.com/,approved,,
17662,"JUNE 5-6, 2021",Ocala Summer I Horse Trials,3,Ocala,FL,34480,6/5/2021,6/6/2021,4/20/2021,5/18/2021,"BN,N,T,M,P","BN,N,T,M,P",0,-82.139862,29.056026,True,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480,False,https://flhorsepark.com/ocala-eventing-series/,approved,,
17664,"JUNE 5-6, 2021",Poplar Place Farm June H.T.,3,Hamilton,GA,31811,6/5/2021,6/6/2021,4/20/2021,5/18/2021,"Intro,Starter,BN,N,TN,T,PT,M,P,IP,I","Intro,Starter,BN,N,TN,T,PT,M,P,IP,I",0,-84.865074,32.702297,True,8191 US Highway 27 E,Poplar Place Farm,Hamilton,GA,31811,False,http://www.poplarplacefarm.com/,approved,,
